id,date,text
660,2017-04-10T07:39:09,"#490
우리가 곤경에 빠지는 것은
뭔가를 몰라서가 아니라
뭔가를 확실히 알고 있다고
착각하기 때문이다
-마크 트웨인-"
662,2017-04-10T17:01:41,"#008_3
불행은 누가 진정한 친구가 아닌지를 보여준다.
-아리스토 텔레스-"
664,2017-04-11T08:24:20,"#491
노력이 없는 관계는 유지되지 않지만
노력만 남은 관계도 유지되지 않더라
-하상욱, <시 읽는 밤 시 밤>-"
666,2017-04-11T17:01:48,"#009_3
매일 맑은 날만 계속 된다면
이 세상은 사막이 되었을 것이다.
-방송인 김제동-"
668,2017-04-12T08:04:32,"#492
무라카미 하루키의 책 중에서
어떤 것을 가장 처음 읽어보았나요?
누군가에게 이렇게 묻는다면
열의 아홉은 같은 대답을 할 것입니다
“상실의 시대”
그러면 다시 이렇게 묻습니다
“노르웨이의 숲은 어떠셨어요?”
이 질문을 했을 때 생각보다 많은 사람들이 ‘아직 읽지 못했다’는 대답을 했습니다
저는 이것이 제목의 힘이라고 생각합니다
-정인성, <소설 마시는 시간>-"
670,2017-04-12T17:00:43,"#010_2
“사람은 좋은데”로 설명이 시작되는 사람은 대체로 나쁜 사람이다.
-트위터, @Vajrahomo-"
672,2017-04-13T08:07:21,"#493
누군가를 만나면 그 사람과의 사계절을 겪어보라고 이야기한다.
봄에 아지랑이가 피어오르는 것 같은 설렘
한여름 태양의 뜨거움 같은 열정
깊어가는 가을을 닮은 감정의 무르익음
그리고 칼바람이 불어오는 겨울의 혹독함을 말이다
-전소연, <오늘 당신이 좋아서>-"
674,2017-04-13T17:01:44,"#011_2
어른이 된다는 것은,
계기판은 210까지 있지만
60으로밖에 달릴 수 없는 것.
-영화, <러브 미 이프유데어>-"
676,2017-04-14T07:24:29,"#494
네가 있는 곳에서
다른 사람들이 오기를
기다릴 수만은 없어
때론 네가 그들에게 가야 해
-곰돌이 푸-"
678,2017-04-14T17:10:32,"#012_3
사랑하는것은 용기지만,
사랑받는것은 능력이다.
-작자 미상-"
680,2017-04-15T08:07:04,"#495
행복한 가정은 서로 닮았지만
불행한 가정은 저마다의 이유로
불행하다
-톨스토이, <안나 카레리나>-"
682,2017-04-15T17:06:29,"#013_2
'오빠 술한잔 하게 나와’ 보다
남자에게 잘 먹히는 말은
'오ㅃ바 술핮ㄴ잔 하ㅣ개ㅔ 나어ㅓ와지금'
-작자 미상-"
684,2017-04-16T07:26:14,"#496
싫은 것은 싫다 싫은 사람도 싫다
내 성격이 그러니까 봐달라고 하지는 않겠다
다른 사람들 덕분에 사는 것도 아니고
다른 사람들을 위해서 사는 것도 아니다
나는 재미있을 때만 웃고
재미없을 때는 웃지 않겠다
사는 건 이렇게 간단한 일이 아닌가
-야마모토 후미오, <내 나이 서른하나>-"
686,2017-04-17T07:36:50,"#497
사실 오늘날 한국인은 대입 문제를 빼곤
교육 문제에 아무런 관심이 없다.
그런데 그걸 그대로 말하자니 민망해서
대입 문제를 교육 문제라 바꿔 말하기로
합의하는 것이다
 -김규항 <B급 좌파 세번째 이야기>-"
689,2017-04-17T17:08:02,"#014_3
성공의 8할은 일단 출석하는 것이다.
-우디 알렌-"
691,2017-04-18T07:33:21,"#498
상황은 사람을 구속하지 않는다.
단지 그사람의 됨됨이를 드러내줄 뿐이다
-작자 미상-"
693,2017-04-18T17:31:36,"#015_2
반짝이는 모든 것이 금이 아니듯이
방랑자들이 모두 길을 잃은 것은 아니다.
-J.P.R. 톨킨, <반지의 제왕>-"
695,2017-04-19T07:26:17,"#499
사람이 다른 사람의 삶에 개입할 경우
가장 아름다운 것을 연애라고 하고
가장 더러운 것을 폭력이라고 한다
-안도현, <잡문>-"
697,2017-04-19T17:01:37,"#016_2
자신감을 잃으면 그 순간 온 세상이 적이 된다.
-랠프 에머슨"
699,2017-04-20T07:44:38,"#500
돈은 눈에 보이는 신이다
-세익스피어-"
701,2017-04-20T17:03:13,"#017_3
타인의 눈물은 물과 다름 없다.
-러시아 속담-"
703,2017-04-21T08:09:58,"#501
타인의 실수를 보고 배우세요
모든 실수를 해볼수 있을 정도로
오래 살 수는 없으니까
-엘레노어 루즈벨트-"
705,2017-04-21T16:02:17,"#018_3
역사는 이렇게 기록할 것이다.
사회적 전환기에서 최대 비극은
악한 사람들의 거친 아우성이 아니라,
선한 사람들의 소름끼치는 침묵이었다고.
-마틴 루터 킹 주니어-"
707,2017-04-22T07:43:20,"#502
착한 것만으론 아무것도 할 수 없다
-작자 미상-"
709,2017-04-22T17:02:25,"#019_3
인생에서 가장 큰 공백은
아는 것과 행동하는 것 사이에 있다.
-딕 빅스-"
